Title,Artist,cnt
Never Ending Story,부활,52.0
해변의 여인,쿨(COOL),45.0
술이야,바이브(Vibe),43.0
벚꽃 엔딩,버스커 버스커(Busker Busker),42.0
여름아! 부탁해,인디고(Indigo),42.0
사랑합니다...,팀(Tim),40.0
널 생각해,원 모어 찬스(one more chance),40.0
사랑이 다른 사랑으로 잊혀지네,하림,39.0
술 한잔 해요,지아(Zia),39.0
"수고했어, 오늘도",옥상달빛,39.0
커피를 마시고 (Main ver.),어반 자카파(Urban Zakapa),38.0
"TV를 껐네... (feat. t윤미래, 권정열 Of 10cm)",리쌍(Leessang),38.0
Tears,소찬휘,38.0
파도,유엔(UN),36.0
출발,김동률,34.0
벌써 일년,브라운 아이즈(Brown Eyes),33.0
연예인,싸이(Psy),33.0
So Cool (쏘쿨),씨스타(Sistar),33.0
팥빙수,윤종신,33.0
비가 오는 날엔,비스트(Beast),33.0
서쪽 하늘,울랄라세션(Ulala Session),32.0
하늘을 달리다,이적,31.0
"그대와 나, 설레임 (feat. 소울맨)",어쿠스틱 콜라보(Acoustic Collabo),31.0
애인이 생기면 하고 싶은 일 (With 비),지나(G.NA),30.0
붉은 노을,BIGBANG,30.0
좋은 사람 (feat. 김형중),토이(Toy),30.0
바다,유피(UP),30.0
니가 참 좋아,쥬얼리(Jewelry),29.0
오아시스 (feat. 이재훈),브라운 아이드 걸스,29.0
미친거니,바이브(Vibe),28.0
나에게로 떠나는 여행,버즈(Buzz),28.0
한여름날의 꿈 (duet with 옥주현),SG워너비,28.0
맥주와 땅콩,쿨(COOL),28.0
여름안에서,서연,28.0
챠우챠우 - 아무리 애를 쓰고 막아 보려 해도 너의 목소리가 들려,델리 스파이스(Deli Spice),28.0
기억의 습작,전람회,28.0
러브 레시피,거미,28.0
그날에 우리,어반 자카파(Urban Zakapa),27.0
아름다운 이별,김건모,27.0
내가 야! 하면 넌 예! (duet with Lyn),김태우,26.0
뜨거운 안녕 (Vocal By 이지형),토이(Toy),26.0
The Lady (feat. Bumkey(범키) & Dok2(도끼)),투엘슨(2LSON),26.0
Couple Song (feat. Kelley),라디(Ra.D),26.0
그 거리..,윤하(Younha/ユンナ),26.0
1월부터 6월까지 (feat. 윤종신),공일오비(015B),25.0
To Heaven (천국으로 보낸 편지),조성모,25.0
여전히 아름다운지 (feat. 김연우),토이(Toy),24.0
다행이다,이적,24.0
Aqua Man,빈지노(Beenzino),24.0
애상,쿨(COOL),24.0
Hands Up,2PM,24.0
꿈에,박정현,24.0
그남자 그여자 (feat. 장혜진),바이브(Vibe),24.0
귀로,나얼(Na-Ul),24.0
그대 (Original ver.),브라운 아이드 소울(Brown Eyed Soul),23.0
대낮에 한 이별 (feat. 선예 Of Wonder Girls),박진영,23.0
인연 (동녘바람),이선희,23.0
소원을 말해봐 (Genie),소녀시대,23.0
Officially Missing You,긱스(Geeks),22.0
나만 몰랐던 이야기,아이유(IU),22.0
천년의 사랑,박완규,22.0
"Good Night (feat. Junggigo, Elly)",피노다인(Pinodyne),22.0
"씨스루 (feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리(Primary),22.0
비오는 압구정,브라운 아이즈(Brown Eyes),22.0
보여줄게,에일리(Ailee),21.0
DOC와 춤을...,DJ DOC,21.0
Hot Summer,에프엑스(f(x)),21.0
우리의 밤은 당신의 낮보다 아름답다,코나(Kona),21.0
저녁 하늘,에일리(Ailee),21.0
여름 안에서,듀스(Deux),21.0
비오는 밤,도나웨일(Donawhale),21.0
With Me,휘성,21.0
UGLY,투애니원(2NE1),21.0
고백,델리 스파이스(Deli Spice),21.0
Lonely,투애니원(2NE1),20.0
별이 진다네,여행스케치,20.0
유자차,브로콜리너마저,20.0
죽을 만큼 아파서 (feat. 멜로우),MC 몽,20.0
끝사랑,김범수,19.0
여수 밤바다,버스커 버스커(Busker Busker),19.0
늦은 후회,보보(Bobo),19.0
거기서거기 (Without You),다이나믹 듀오(Dynamic Duo),19.0
사랑은 은하수 다방에서,10cm(십센치),19.0
사랑과 전쟁 (Narr. 하하),다비치,19.0
오랜만이야,임창정,19.0
사랑.. 그 놈,바비 킴(Bobby Kim),19.0
다시 사랑 할 수 있을까 (feat. 다비치),포맨,19.0
Good Night,10cm(십센치),19.0
I Love You,포지션(Position),19.0
Nike Shoes (feat. Dynamic Duo),빈지노(Beenzino),18.0
가끔 미치도록 네가 안고 싶어질 때가 있어,가을방학,18.0
커피가 좋아,조정치,18.0
행복한 나를,에코(ECO),18.0
취중진담(醉中眞談),전람회,18.0
내가 제일 잘 나가,투애니원(2NE1),18.0
바람이 불어오는 곳,제이레빗(J Rabbit),18.0
그런 사람 또 없습니다,이승철,18.0
Endless,플라워(Flower),18.0
우리 사랑하게 됐어요,가인 [브라운아이드걸스],18.0
한번만 더,나얼(Na-Ul),17.0
생각이 나,부활,17.0
Fiction,비스트(Beast),17.0
Feel Alright,짙은(Zitten),17.0
이 여름 Summer,쿨(COOL),17.0
Take Out,가인 [브라운아이드걸스],17.0
"스케치북 (feat. 윤종신, 김장훈)",토이(Toy),17.0
Summer Romance (feat. 소심한 오빠들),동경소녀,17.0
슬픈 초대장,한경일,17.0
달빛바다,아이유(IU),17.0
집에 가지마,G-DRAGON,17.0
아로하,쿨(COOL),17.0
봄을 그리다,어반 자카파(Urban Zakapa),17.0
나혼자 (Alone),씨스타(Sistar),17.0
사랑보다 깊은 상처 (duet with 임재범),박정현,17.0
거리에서,성시경,17.0
제주도의 푸른 밤,성시경,17.0
남과 여 (feat. 김범수),박선주,17.0
그녀와의 이별,김현정,17.0
3!4!,룰라(Roo'Ra),16.0
좋다,데이브레이크(daybreak),16.0
그땐 미처 알지 못했지,이적,16.0
아틀란티스 소녀,보아(BoA),16.0
소주 한 잔,임창정,16.0
정말 사랑했을까,브라운 아이드 소울(Brown Eyed Soul),16.0
화장을 고치고,왁스(Wax),16.0
