Title,Artist,cnt
고백,뜨거운 감자(Hot Potato),45.0
봄이 와 (feat. 롤러코스터),김현철,45.0
가슴이 뛴다,케이윌(K.Will),43.0
다행이다,이적,42.0
봄을 그리다,어반 자카파(Urban Zakapa),42.0
Officially Missing You,긱스(Geeks),41.0
내 눈물모아,서지원,38.0
출발,김동률,37.0
Bike Riding,베란다 프로젝트(Verandah Project),36.0
봄봄봄,루싸이트 토끼,34.0
Never Ending Story,부활,33.0
사랑은 봄비처럼... 이별은 겨울비처럼,임현정,33.0
기억을 걷는 시간,넬(Nell),33.0
청혼,노을,33.0
다시 사랑한다 말할까,김동률,31.0
사랑할수록,부활,30.0
향수,버스커 버스커(Busker Busker),30.0
봄바람,버스커 버스커(Busker Busker),30.0
아름다운 이별,김건모,30.0
이상형,버스커 버스커(Busker Busker),30.0
넌 감동이었어,성시경,30.0
전활 거네,버스커 버스커(Busker Busker),30.0
골목길 어귀에서,버스커 버스커(Busker Busker),30.0
고백,델리 스파이스(Deli Spice),29.0
감사 (Bonus Track),김동률,29.0
봄이왔다,타루(Taru),29.0
살랑살랑,조원선,28.0
보여줄게,에일리(Ailee),28.0
기억의 습작,전람회,28.0
봄이다 (임수정 주연 화장품 CF '비욘드' 배경음악),두번째 달,28.0
저녁 하늘,에일리(Ailee),28.0
그대 내품에,유재하,28.0
꿈에,박정현,28.0
유난히 (feat. 신예원),김진표(JP),28.0
Hello My Barista (드라마 '커피프린스 1호점' 삽입곡),이지형,28.0
사랑.. 그 놈,바비 킴(Bobby Kim),28.0
첫 데이트,스윗소로우(SWEET SORROW),28.0
외로움증폭장치 (브래드 드럼 한판 쉬기),버스커 버스커(Busker Busker),28.0
애인이 생기면 하고 싶은 일 (With 비),지나(G.NA),28.0
그댈 마주하는건 힘들어 (그마힘),버스커 버스커(Busker Busker),28.0
I GOT A BOY,소녀시대,28.0
Beautiful Day,어반 자카파(Urban Zakapa),28.0
Sweety,클래지콰이(Clazziquai),28.0
귀여워 (With 권정열 Of 10cm),별,28.0
사랑은 은하수 다방에서,10cm(십센치),27.0
"어떤 날도, 어떤 말도",Lucia(심규선),27.0
UGLY,투애니원(2NE1),27.0
좋다,데이브레이크(daybreak),27.0
널 생각해,원 모어 찬스(one more chance),27.0
널 사랑하겠어,동물원,27.0
To Heaven (천국으로 보낸 편지),조성모,26.0
Picnic,라이너스의 담요(Linus' Blanket),26.0
공원여행 (Vocal By 현민),페퍼톤스(Peppertones),26.0
봄이 왔네 (feat. 캡틴락 '크라잉넛'),유발이의 소풍,25.0
사랑비,김태우,25.0
FANTASTIC BABY,BIGBANG,25.0
이별택시,김연우,25.0
봄봄,양양(YangYang),25.0
공원에서,유희열,25.0
바야흐로 사랑의 계절 (With 박새별),이한철,25.0
우산 (feat. 윤하),에픽 하이(Epik High),25.0
Love Day,양요섭 [비스트],25.0
Lonely,투애니원(2NE1),25.0
죽을 만큼 아파서 (feat. 멜로우),MC 몽,25.0
하늘을 달리다,이적,25.0
