Title,Artist,cnt
그런 사람 또 없습니다,이승철,46.0
Must Have Love (우리들의 겨울),SG워너비,44.0
I Love You,포지션(Position),40.0
서쪽 하늘,울랄라세션(Ulala Session),39.0
안녕이라고 말하지마,다비치,38.0
"씨스루 (feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리(Primary),37.0
너를 위해,임재범,37.0
사랑비,김태우,37.0
소주 한 잔,임창정,36.0
어땠을까 (feat. 박정현),싸이(Psy),36.0
거리에서,성시경,35.0
미리 메리 크리스마스 (feat. 천둥 Of MBLAQ),아이유(IU),34.0
흰눈,이루(Eru),32.0
Loving U (러빙유),씨스타(Sistar),32.0
회상 (December),터보(Turbo),32.0
끝사랑,김범수,30.0
Baby Baby,포맨,30.0
여전히 아름다운지 (feat. 김연우),토이(Toy),29.0
사랑한다는 흔한 말,김연우,29.0
바람기억,나얼(Na-Ul),29.0
홍대앞에 눈이 내리면,윤건,29.0
슬퍼지려 하기 전에,쿨(COOL),28.0
나혼자 (Alone),씨스타(Sistar),28.0
I'm In Love,나르샤 [브라운아이드걸스],28.0
넌 감동이었어,성시경,28.0
여수 밤바다,버스커 버스커(Busker Busker),28.0
눈이 오네,10cm(십센치),28.0
Be My Baby,원더걸스(Wonder Girls),28.0
"Love (feat. Bumkey, Paloalto)",프라이머리(Primary),28.0
만약에 말야 (전우성 Solo),노을,28.0
신촌을 못가,포스트맨(Postmen),28.0
심장이 없어,에이트(8Eight),27.0
벌써 일년,브라운 아이즈(Brown Eyes),27.0
애상,쿨(COOL),27.0
그립고 그립고 그립다,케이윌(K.Will),27.0
사랑합니다...,팀(Tim),27.0
12월 32일,별,26.0
좋은사람,박효신,26.0
옛사랑,이문세,26.0
"바람, 그대",성시경,26.0
겨울이야기 (With 포맨 & 박정은),윤민수,26.0
다시 사랑한다 말할까,김동률,25.0
Never Ending Story,부활,25.0
서시,신성우,25.0
겨울일기,장나라,25.0
그리워 그리워,노을,25.0
해바라기,SG워너비,25.0
두사람,성시경,25.0
바람이 분다,이소라,24.0
Trouble Maker,트러블메이커(Troublemaker),24.0
가시,버즈(Buzz),24.0
그대에게,신해철,23.0
사랑할수록,부활,23.0
좋은 날,아이유(IU),23.0
귀로,나얼(Na-Ul),23.0
아시나요,조성모,23.0
남자답게,플라이 투 더 스카이(Fly To The Sky),23.0
되돌리다,이승기,23.0
늦가을 (feat. 규현),윤종신,23.0
가슴 시린 이야기 (feat. 용준형 Of Beast),휘성,22.0
사랑 Two,윤도현,22.0
대낮에 한 이별 (feat. 선예 Of Wonder Girls),박진영,22.0
출발,김동률,22.0
살다가 한번쯤,포맨,22.0
좋아보여 (feat. 검정치마),버벌진트(Verbal Jint),22.0
벚꽃 엔딩,버스커 버스커(Busker Busker),22.0
친구라도 될 걸 그랬어,거미,22.0
못해 (feat. 美),포맨,22.0
마음을 잃다,넬(Nell),21.0
술 한잔 해요,지아(Zia),21.0
우산 (feat. 윤하),에픽 하이(Epik High),21.0
내 마음에 비친 내 모습,유재하,21.0
널 생각해,원 모어 찬스(one more chance),21.0
비와 당신 (영화 '라디오 스타 '삽입곡),럼블 피쉬(Rumble Fish),21.0
"? (물음표) (feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리(Primary),21.0
커플 (Couple),젝스키스(Sechs Kies),20.0
사랑이 다른 사랑으로 잊혀지네,하림,20.0
크리스마스니까,성시경,20.0
보고 싶다,김범수,20.0
그녀와의 이별,김현정,20.0
가끔 미치도록 네가 안고 싶어질 때가 있어,가을방학,20.0
인연 (동녘바람),이선희,20.0
사랑의 時,엠씨 더 맥스(M.C the Max),20.0
가을 아침,양희은,19.0
내 마음 깊은 곳의 너,신해철,19.0
가만히 눈을 감고,정재욱,19.0
그리움을 사랑한 가시나무,테이(Tei),19.0
10월(月)에 눈이 내리면,성시경,19.0
사랑하기 때문에,유재하,19.0
연인,김연우,19.0
"사랑눈 (feat. 드로플렛, 슬라임)",김태우,19.0
오랜 이별뒤에,신승훈,19.0
어제처럼,제이(J.ae),19.0
인형의 기사 Part Ⅱ,넥스트(N.EX.T),18.0
내가 그댈,세븐데이즈(7Dayz),18.0
이별택시,김연우,18.0
Love You (feat. Piano By Eco Bridge),정엽,18.0
첫눈이 오는 날,서지원,18.0
사랑은 봄비처럼... 이별은 겨울비처럼,임현정,18.0
Abracadabra,브라운 아이드 걸스,18.0
꿈에,박정현,18.0
나만 몰랐던 이야기,아이유(IU),18.0
잘못된 만남,김건모,17.0
이럴거면,아이비(IVY),17.0
사랑.. 그 놈,바비 킴(Bobby Kim),17.0
추억은 사랑을 닮아,박효신,17.0
그런가봐요...,브이원 (V.One),17.0
이상하다,박효신,17.0
화장을 고치고,왁스(Wax),17.0
Tonight (feat. 샛별),크루셜스타(Crucial Star),17.0
Sexy Love,티아라(T-ara),17.0
낙원 (feat. 이재훈),싸이(Psy),17.0
원하고 원망하죠,애즈 원(As One),16.0
정말 사랑했을까,브라운 아이드 소울(Brown Eyed Soul),16.0
Rain,이적,16.0
나만 몰랐던 이야기 (With Pianist 김광민),아이유(IU),16.0
아로하,쿨(COOL),16.0
Think About' Chu,아소토 유니온(Asoto Union),16.0
Tears,소찬휘,16.0
...사랑했잖아...,린(LYn),16.0
With Me,휘성,16.0
가지마 가지마,브라운 아이즈(Brown Eyes),16.0
그땐 미처 알지 못했지,이적,16.0
화분 (알렉스 ver.) ('우리 결혼했어요' 삽입곡),알렉스(Alex) [클래지콰이],16.0
보통날,지오디(god),16.0
겨울 이야기,조관우,16.0
사랑했나봐,윤도현,16.0
감기,이기찬,16.0
추억 그리고..,별,16.0
소망,바이브(Vibe),16.0
한숨만,바이브(Vibe),15.0
애인... 있어요,이은미,15.0
그런일은,화요비,15.0
바보,박효신,15.0
동경,박효신,15.0
혼자만의 겨울,강수지,15.0
눈물 (feat. 유진 Of 더 씨야),리쌍(Leessang),15.0
나의 외로움이 널 부를 때,장필순,15.0
Roly-Poly,티아라(T-ara),15.0
To Heaven (천국으로 보낸 편지),조성모,15.0
고백,델리 스파이스(Deli Spice),15.0
Snowing (베스킨라빈스 CF 삽입곡),어반 자카파(Urban Zakapa),15.0
죽을 만큼 아파서 (feat. 멜로우),MC 몽,15.0
중독된 사랑,조장혁,15.0
Happy Together (해피투게더),박지헌,15.0
뜨거운 안녕 (Vocal By 이지형),토이(Toy),15.0
안녕 나의 사랑,성시경,15.0
커피를 마시고 (Main ver.),어반 자카파(Urban Zakapa),15.0
눈을 감아도,김보경,15.0
어느 째즈바...,터보(Turbo),14.0
마법의 성,더 클래식(The Classic),14.0
널 잊기 위한 사랑,강희수,14.0
"봄날, 벚꽃 그리고 너",에피톤 프로젝트(Epitone Project),14.0
우리들만의 추억,서태지와 아이들,14.0
그대가 그댈 모르면,박혜영,14.0
그대 내품에,유재하,14.0
듣는편지,40(포티),14.0
가을 우체국 앞에서,윤도현,14.0
Oceans. Sand. Trees.,에픽 하이(Epik High),14.0
Officially Missing You,긱스(Geeks),14.0
들리나요,태연 (Taeyeon),14.0
Once I Loved,웅산,14.0
그대 (Original ver.),브라운 아이드 소울(Brown Eyed Soul),14.0
왜 그럴까,존 박(John Park),14.0
그대에게 쓰는 편지,조정현,14.0
"그대와 나, 설레임 (feat. 소울맨)",어쿠스틱 콜라보(Acoustic Collabo),14.0
비행기,거북이,14.0
Voice (feat. Swings),김예림 [투개월],14.0
밀당의 고수,에디킴,14.0
더 오래된 노래,장윤주,14.0
이별에게,보보(Bobo),14.0
기억 속의 먼 그대에게,박효신,14.0
기억뿐인 곳에서,이수영,14.0
말하는 대로,처진 달팽이(유재석 & 이적),14.0
이렇게 살고 있어,노리플라이(no reply),14.0
"수고했어, 오늘도",옥상달빛,14.0
가슴이 뛴다,이은미,14.0
바보꽃,버블 시스터즈(Bubble Sisters),14.0
기억속으로,이은미,14.0
도대체,카밀라(Camilla),14.0
독 (feat. E-Sens Of 슈프림팀),프라이머리(Primary),14.0
위아래,EXID(이엑스아이디),14.0
비처럼 음악처럼,김현식,14.0
빨간우산,김건모,14.0
Promise,화요비,14.0
You Bring Me Joy (Part 2) (feat. 태연),더 원(The One),14.0
나만의 회상,아낌없이 주는 나무,14.0
나 돌아가,임정희,14.0
안아줘,정준일 [메이트],14.0
어떤 그리움,이은미,14.0
어떤 기다림 (House Music),김건모,14.0
러브 레시피,거미,14.0
꽃피는 봄이오면,BMK,14.0
멍,김현정,14.0
꽃처럼 한 철만 사랑해 줄 건가요?,Lucia(심규선),14.0
언제쯤이면 (duet with 아이유),윤현상,14.0
언젠가는,이상은(Lee Tzsche),14.0
사랑해 쏭,이진아,14.0
모래성,박효신,14.0
라라라,이수영,14.0
Second First Date (feat. Ritha K) (Bonus Track From Jazz Set),디제이 아키(DJ AKI),14.0
썸남썸녀 (feat. 휘성),케이윌(K.Will),14.0
에필로그,유희열,14.0
사랑한다는 말로도 위로가 되지 않는,브로콜리너마저,14.0
라라라,SG워너비,14.0
나 평생 그대 곁을 지킬게,윤현상,14.0
깊이,백지영,14.0
깊은 밤을 날아서,이문세,14.0
