,JC_Original,JC_Logit,O_Correct,L_Correct,JC_OnL,noIntersect,Date
86,0.0582010582011,0.063829787234,11,12,0.642857142857,9,2013-02-25
87,0.063829787234,0.063829787234,12,12,0.6,9,2013-02-27
88,0.0810810810811,0.063829787234,15,12,0.6875,11,2013-03-03
89,0.063829787234,0.0752688172043,12,14,0.733333333333,11,2013-03-11
90,0.0928961748634,0.063829787234,17,12,0.526315789474,10,2013-03-13
91,0.0869565217391,0.0752688172043,16,14,0.666666666667,12,2013-03-15
92,0.0874316939891,0.0994475138122,16,18,0.619047619048,13,2013-03-18
93,0.0585106382979,0.0641711229947,11,12,0.352941176471,6,2013-03-20
94,0.0641711229947,0.0698924731183,12,13,0.315789473684,6,2013-03-21
95,0.0641711229947,0.0756756756757,12,14,0.444444444444,8,2013-03-23
96,0.0874316939891,0.105555555556,16,19,0.666666666667,14,2013-03-24
97,0.0752688172043,0.0810810810811,14,15,0.705882352941,12,2013-03-30
98,0.063829787234,0.0695187165775,12,13,0.785714285714,11,2013-04-05
99,0.0928961748634,0.117318435754,17,21,0.652173913043,15,2013-04-14
100,0.0471204188482,0.0362694300518,9,7,0.6,6,2013-04-19
101,0.063829787234,0.063829787234,12,12,0.846153846154,11,2013-04-23
102,0.063829787234,0.104972375691,12,19,0.631578947368,12,2013-04-24
103,0.0695187165775,0.063829787234,13,12,0.785714285714,11,2013-04-26
104,0.0471204188482,0.0752688172043,9,14,0.352941176471,6,2013-04-29
105,0.0471204188482,0.0582010582011,9,11,0.666666666667,8,2013-04-30
106,0.0526315789474,0.0471204188482,10,9,0.9,9,2013-05-03
107,0.0752688172043,0.0752688172043,14,14,0.75,12,2013-05-04
108,0.0928961748634,0.0928961748634,17,17,0.789473684211,15,2013-05-06
109,0.063829787234,0.063829787234,12,12,0.5,8,2013-05-11
110,0.0752688172043,0.0752688172043,14,14,0.75,12,2013-05-22
111,0.063829787234,0.063829787234,12,12,0.846153846154,11,2013-05-23
112,0.0810810810811,0.0810810810811,15,15,0.578947368421,11,2013-05-28
113,0.104972375691,0.0869565217391,19,16,0.521739130435,12,2013-05-29
114,0.0752688172043,0.0526315789474,14,10,0.6,9,2013-05-30
115,0.0879120879121,0.1,16,18,0.478260869565,11,2013-06-06
116,0.0752688172043,0.0989010989011,14,18,0.52380952381,11,2013-06-12
117,0.0810810810811,0.0989010989011,15,18,0.65,13,2013-06-14
118,0.0752688172043,0.0810810810811,14,15,0.45,9,2013-06-21
119,0.0810810810811,0.0989010989011,15,18,0.434782608696,10,2013-06-26
120,0.0641711229947,0.0815217391304,12,15,0.6875,11,2013-06-28
121,0.0582010582011,0.063829787234,11,12,0.642857142857,9,2013-07-04
122,0.063829787234,0.123595505618,12,22,0.36,9,2013-07-10
123,0.0526315789474,0.0869565217391,10,16,0.625,10,2013-07-13
124,0.0874316939891,0.105555555556,16,19,0.4,10,2013-07-21
125,0.0695187165775,0.0810810810811,13,15,0.333333333333,7,2013-07-23
126,0.063829787234,0.0695187165775,12,13,0.470588235294,8,2013-07-24
127,0.104972375691,0.0695187165775,19,13,0.454545454545,10,2013-07-28
128,0.0810810810811,0.063829787234,15,12,0.588235294118,10,2013-07-31
129,0.0869565217391,0.197604790419,16,33,0.289473684211,11,2013-08-08
130,0.0588235294118,0.2,11,33,0.294117647059,10,2013-08-12
131,0.0819672131148,0.192771084337,15,32,0.382352941176,13,2013-08-14
132,0.0879120879121,0.207317073171,16,34,0.351351351351,13,2013-08-15
133,0.0582010582011,0.0582010582011,11,11,0.692307692308,9,2013-09-03
134,0.0529100529101,0.0756756756757,10,14,0.5,8,2013-09-08
135,0.0582010582011,0.0582010582011,11,11,0.375,6,2013-09-16
136,0.0752688172043,0.0989010989011,14,18,0.684210526316,13,2013-09-27
137,0.0810810810811,0.0928961748634,15,17,0.684210526316,13,2013-09-29
138,0.0815217391304,0.11797752809,15,21,0.636363636364,14,2013-10-09
139,0.0698924731183,0.105555555556,13,19,0.454545454545,10,2013-10-13
140,0.0582010582011,0.063829787234,11,12,0.4375,7,2013-10-19
141,0.063829787234,0.0695187165775,12,13,0.5625,9,2013-10-20
142,0.0362694300518,0.0309278350515,7,6,0.625,5,2013-11-22
143,0.0471204188482,0.0416666666667,9,8,0.7,7,2013-11-23
144,0.123595505618,0.129943502825,22,23,0.323529411765,11,2013-12-15
145,0.0418848167539,0.0585106382979,8,11,0.357142857143,5,2013-12-21
146,0.0310880829016,0.0473684210526,6,9,0.363636363636,4,2013-12-25
147,0.0645161290323,0.1,12,18,0.578947368421,11,2014-01-01
148,0.0418848167539,0.0641711229947,8,12,0.428571428571,6,2014-01-02
149,0.0874316939891,0.0874316939891,16,16,0.684210526316,13,2014-01-06
150,0.0752688172043,0.111111111111,14,20,0.416666666667,10,2014-01-15
151,0.0752688172043,0.0752688172043,14,14,0.473684210526,9,2014-01-16
152,0.0416666666667,0.0471204188482,8,9,0.7,7,2014-01-24
153,0.0698924731183,0.0641711229947,13,12,0.470588235294,8,2014-01-31
154,0.0526315789474,0.0416666666667,10,8,0.384615384615,5,2014-02-03
155,0.0526315789474,0.025641025641,10,5,0.153846153846,2,2014-02-04
156,0.0471204188482,0.0416666666667,9,8,0.214285714286,3,2014-02-06
157,0.0695187165775,0.0695187165775,13,13,0.625,10,2014-02-10
158,0.14367816092,0.130681818182,25,23,0.6,18,2014-02-23
159,0.0752688172043,0.0928961748634,14,17,0.722222222222,13,2014-03-24
160,0.0810810810811,0.0695187165775,15,13,0.473684210526,9,2014-04-01
161,0.0928961748634,0.063829787234,17,12,0.526315789474,10,2014-04-03
162,0.111111111111,0.0928961748634,20,17,0.681818181818,15,2014-04-08
163,0.0810810810811,0.0810810810811,15,15,0.666666666667,12,2014-04-14
164,0.0760869565217,0.0939226519337,14,17,0.55,11,2014-04-24
165,0.0756756756757,0.0934065934066,14,17,0.55,11,2014-04-25
166,0.136363636364,0.104972375691,24,19,0.72,18,2014-05-06
167,0.0752688172043,0.0752688172043,14,14,0.555555555556,10,2014-05-17
168,0.063829787234,0.0526315789474,12,10,0.375,6,2014-05-28
169,0.0752688172043,0.0928961748634,14,17,0.722222222222,13,2014-06-14
170,0.0989010989011,0.142857142857,18,25,0.535714285714,15,2014-06-22
171,0.0752688172043,0.0928961748634,14,17,0.722222222222,13,2014-06-26
172,0.0752688172043,0.0695187165775,14,13,0.588235294118,10,2014-06-29
173,0.0810810810811,0.0471204188482,15,9,0.6,9,2014-07-07
174,0.063829787234,0.0416666666667,12,8,0.333333333333,5,2014-07-12
175,0.0928961748634,0.0810810810811,17,15,0.52380952381,11,2014-07-13
176,0.0752688172043,0.0695187165775,14,13,0.5,9,2014-07-15
177,0.0810810810811,0.0869565217391,15,16,0.631578947368,12,2014-07-26
178,0.0752688172043,0.063829787234,14,12,0.444444444444,8,2014-07-28
179,0.0526315789474,0.0582010582011,10,11,0.3125,5,2014-08-01
180,0.129943502825,0.149425287356,23,26,0.633333333333,19,2014-08-16
181,0.0695187165775,0.0810810810811,13,15,0.555555555556,10,2014-08-21
182,0.0695187165775,0.063829787234,13,12,0.388888888889,7,2014-08-23
183,0.0582010582011,0.0695187165775,11,13,0.5,8,2014-08-27
184,0.0869565217391,0.0869565217391,16,16,0.391304347826,9,2014-08-29
185,0.105555555556,0.130681818182,19,23,0.615384615385,16,2014-08-31
186,0.111111111111,0.117318435754,20,21,0.576923076923,15,2014-09-09
187,0.0989010989011,0.111111111111,18,20,0.652173913043,15,2014-09-11
188,0.0989010989011,0.111111111111,18,20,0.809523809524,17,2014-09-12
189,0.0869565217391,0.0752688172043,16,14,0.578947368421,11,2014-09-13
190,0.063829787234,0.0869565217391,12,16,0.473684210526,9,2014-09-19
191,0.136363636364,0.142857142857,24,25,0.58064516129,18,2014-09-21
192,0.0815217391304,0.0585106382979,15,11,0.444444444444,8,2014-09-23
193,0.0582010582011,0.0362694300518,11,7,0.636363636364,7,2014-09-26
194,0.0695187165775,0.063829787234,13,12,0.5625,9,2014-09-27
195,0.0526315789474,0.0204081632653,10,4,0.4,4,2014-09-30
196,0.063829787234,0.117318435754,12,21,0.434782608696,10,2014-10-11
197,0.0869565217391,0.0928961748634,16,17,0.833333333333,15,2014-10-14
198,0.0810810810811,0.0928961748634,15,17,0.777777777778,14,2014-10-15
199,0.149425287356,0.129943502825,26,23,0.75,21,2014-10-26
200,0.123595505618,0.123595505618,22,22,0.62962962963,17,2014-10-27
201,0.106145251397,0.0939226519337,19,17,0.714285714286,15,2014-11-01
202,0.025641025641,0.0309278350515,5,6,0.375,3,2014-11-05
203,0.0989010989011,0.117318435754,18,21,0.695652173913,16,2014-11-14
204,0.0928961748634,0.117318435754,17,21,0.727272727273,16,2014-11-16
205,0.123595505618,0.0989010989011,22,18,0.6,15,2014-11-18
206,0.0989010989011,0.104972375691,18,19,0.608695652174,14,2014-11-24
207,0.0869565217391,0.0810810810811,16,15,0.47619047619,10,2014-11-27
208,0.0752688172043,0.0752688172043,14,14,0.555555555556,10,2014-11-28
209,0.0418848167539,0.0364583333333,8,7,0.5,5,2014-12-02
210,0.0416666666667,0.0526315789474,8,10,0.636363636364,7,2014-12-03
211,0.0471204188482,0.0869565217391,9,16,0.25,5,2014-12-12
212,0.0526315789474,0.0582010582011,10,11,0.4,6,2014-12-14
213,0.0471204188482,0.0869565217391,9,16,0.388888888889,7,2014-12-15
214,0.0416666666667,0.0928961748634,8,17,0.388888888889,7,2014-12-18
215,0.0585106382979,0.0585106382979,11,11,0.466666666667,7,2014-12-20
216,0.0585106382979,0.0529100529101,11,10,0.5,7,2014-12-22
217,0.0152284263959,0.025641025641,3,5,0.333333333333,2,2014-12-27
218,0.0869565217391,0.0471204188482,16,9,0.470588235294,8,2014-12-31
219,0.0944444444444,0.0824175824176,17,15,0.52380952381,11,2015-01-05
220,0.0531914893617,0.0421052631579,10,8,0.2,3,2015-01-07
221,0.047619047619,0.0879120879121,9,16,0.5625,9,2015-01-08
222,0.0994475138122,0.0585106382979,18,11,0.526315789474,10,2015-01-11
223,0.0928961748634,0.0989010989011,17,18,0.590909090909,13,2015-01-18
224,0.123595505618,0.0928961748634,22,17,0.444444444444,12,2015-01-28
225,0.123595505618,0.0810810810811,22,15,0.541666666667,13,2015-01-29
226,0.117318435754,0.0989010989011,21,18,0.56,14,2015-01-30
227,0.129943502825,0.111111111111,23,20,0.535714285714,15,2015-02-02
228,0.0989010989011,0.104972375691,18,19,0.541666666667,13,2015-02-03
229,0.0928961748634,0.0810810810811,17,15,0.28,7,2015-02-09
230,0.104972375691,0.063829787234,19,12,0.47619047619,10,2015-02-14
231,0.0810810810811,0.0582010582011,15,11,0.625,10,2015-02-19
232,0.0810810810811,0.0810810810811,15,15,0.5,10,2015-03-05
233,0.0756756756757,0.0418848167539,14,8,0.466666666667,7,2015-03-13
234,0.0471204188482,0.0526315789474,9,10,0.727272727273,8,2015-03-18
235,0.0928961748634,0.104972375691,17,19,0.894736842105,17,2015-03-29
236,0.150289017341,0.156976744186,26,27,0.766666666667,23,2015-04-04
237,0.123595505618,0.0869565217391,22,16,0.52,13,2015-04-12
238,0.0752688172043,0.0471204188482,14,9,0.4375,7,2015-04-14
239,0.0752688172043,0.0869565217391,14,16,0.5,10,2015-04-23
240,0.0989010989011,0.0928961748634,18,17,0.75,15,2015-04-27
241,0.0695187165775,0.0695187165775,13,13,0.625,10,2015-04-30
242,0.123595505618,0.104972375691,22,19,0.708333333333,17,2015-05-03
243,0.0869565217391,0.0695187165775,16,13,0.318181818182,7,2015-05-10
244,0.0695187165775,0.063829787234,13,12,0.5625,9,2015-05-11
245,0.063829787234,0.0526315789474,12,10,0.571428571429,8,2015-05-14
246,0.0869565217391,0.0810810810811,16,15,0.47619047619,10,2015-05-16
247,0.111111111111,0.117318435754,20,21,0.576923076923,15,2015-05-17
248,0.0989010989011,0.104972375691,18,19,0.681818181818,15,2015-05-25
249,0.0416666666667,0.149425287356,8,26,0.259259259259,7,2015-06-01
250,0.0810810810811,0.0989010989011,15,18,0.32,8,2015-06-05
251,0.0698924731183,0.0698924731183,13,13,0.857142857143,12,2015-06-12
252,0.0928961748634,0.0869565217391,17,16,0.571428571429,12,2015-06-13
253,0.104972375691,0.0989010989011,19,18,0.761904761905,16,2015-06-14
254,0.0994475138122,0.0994475138122,18,18,0.565217391304,13,2015-06-18
255,0.0874316939891,0.105555555556,16,19,0.590909090909,13,2015-06-20
256,0.0928961748634,0.0810810810811,17,15,0.6,12,2015-06-24
257,0.137142857143,0.170588235294,24,29,0.606060606061,20,2015-06-28
258,0.063829787234,0.0582010582011,12,11,0.642857142857,9,2015-07-03
259,0.063829787234,0.063829787234,12,12,0.6,9,2015-07-07
260,0.0416666666667,0.0526315789474,8,10,0.384615384615,5,2015-07-14
261,0.0471204188482,0.0204081632653,9,4,0.3,3,2015-07-15
262,0.0752688172043,0.0695187165775,14,13,0.5,9,2015-07-25
263,0.0752688172043,0.111111111111,14,20,0.36,9,2015-08-01
264,0.0526315789474,0.0752688172043,10,14,0.333333333333,6,2015-08-10
265,0.0526315789474,0.0869565217391,10,16,0.444444444444,8,2015-08-11
266,0.0869565217391,0.117318435754,16,21,0.423076923077,11,2015-08-16
267,0.0810810810811,0.0869565217391,15,16,0.823529411765,14,2015-08-30
268,0.0810810810811,0.0928961748634,15,17,0.52380952381,11,2015-09-02
269,0.0810810810811,0.0526315789474,15,10,0.666666666667,10,2015-09-11
270,0.0695187165775,0.104972375691,13,19,0.454545454545,10,2015-09-13
271,0.0416666666667,0.0582010582011,8,11,0.266666666667,4,2015-09-14
272,0.063829787234,0.0695187165775,12,13,0.785714285714,11,2015-09-20
273,0.025641025641,0.0471204188482,5,9,0.4,4,2015-09-25
274,0.0309278350515,0.0526315789474,6,10,0.454545454545,5,2015-09-27
275,0.0928961748634,0.0869565217391,17,16,0.571428571429,12,2015-09-30
276,0.0869565217391,0.0582010582011,16,11,0.5,9,2015-10-11
277,0.0526315789474,0.0582010582011,10,11,0.615384615385,8,2015-10-14
278,0.0471204188482,0.0526315789474,9,10,0.727272727273,8,2015-10-15
279,0.0416666666667,0.0416666666667,8,8,1.0,8,2015-10-16
280,0.0362694300518,0.0362694300518,7,7,0.75,6,2015-10-19
281,0.0752688172043,0.0869565217391,14,16,0.764705882353,13,2015-10-25
282,0.0752688172043,0.111111111111,14,20,0.478260869565,11,2015-11-05
283,0.0810810810811,0.0810810810811,15,15,0.578947368421,11,2015-11-06
284,0.0752688172043,0.0869565217391,14,16,0.363636363636,8,2015-11-22
285,0.0585106382979,0.0585106382979,11,11,0.375,6,2015-11-28
286,0.0585106382979,0.0874316939891,11,16,0.285714285714,6,2015-11-29
287,0.0529100529101,0.0418848167539,10,8,0.5,6,2015-11-30
288,0.0529100529101,0.0310880829016,10,6,0.454545454545,5,2015-12-01
289,0.0752688172043,0.0928961748634,14,17,0.55,11,2015-12-13
290,0.0641711229947,0.0641711229947,12,12,0.411764705882,7,2015-12-14
291,0.0257731958763,0.0205128205128,5,4,0.5,3,2015-12-24
