Artist,cnt
성시경,756.0
브라운 아이즈(Brown Eyes),510.0
김동률,459.0
투애니원(2NE1),421.0
브라운 아이드 소울(Brown Eyed Soul),403.0
아이유(IU),376.0
리쌍(Leessang),375.0
바이브(Vibe),357.0
김범수,315.0
싸이(Psy),314.0
포맨,312.0
10cm(십센치),300.0
린(LYn),299.0
쿨(COOL),278.0
BIGBANG,278.0
이적,267.0
에피톤 프로젝트(Epitone Project),262.0
김연우,257.0
어반 자카파(Urban Zakapa),256.0
박정현,251.0
넬(Nell),248.0
토이(Toy),233.0
클래지콰이(Clazziquai),228.0
윤하(Younha/ユンナ),226.0
휘성,224.0
에픽 하이(Epik High),223.0
럼블 피쉬(Rumble Fish),223.0
김건모,218.0
러브홀릭(Loveholic),216.0
이승철,212.0
박효신,210.0
부활,207.0
MC 몽,205.0
SG워너비,201.0
박혜경,200.0
거미,197.0
서영은,197.0
다이나믹 듀오(Dynamic Duo),193.0
임재범,188.0
윤종신,185.0
테이(Tei),181.0
엠씨 더 맥스(M.C the Max),179.0
나윤권,170.0
스윗소로우(SWEET SORROW),168.0
신승훈,166.0
이소라,163.0
G-DRAGON,159.0
지오디(god),158.0
소녀시대,158.0
임창정,154.0
라디(Ra.D),153.0
루시드 폴(Lucid Fall),153.0
노을,152.0
별,151.0
애즈 원(As One),150.0
나얼(Na-Ul),150.0
임정희,146.0
씨엔블루(CNBLUE),145.0
슈프림팀(Supreme Team),142.0
카라(Kara),142.0
프리 스타일(Free Style),140.0
t윤미래,137.0
윤건,136.0
박기영,135.0
전람회,131.0
비스트(Beast),130.0
재주소년,129.0
가을방학,128.0
옥상달빛,128.0
박지윤,127.0
이승환,127.0
조장혁,127.0
이수영,125.0
유재하,125.0
화요비,125.0
백지영,124.0
루싸이트 토끼,124.0
노리플라이(no reply),124.0
조성모,122.0
바비 킴(Bobby Kim),121.0
티아라(T-ara),120.0
김태우,120.0
이기찬,118.0
델리 스파이스(Deli Spice),116.0
이승기,113.0
이은미,112.0
정인,112.0
케이윌(K.Will),112.0
이문세,111.0
빅마마(Big Mama),109.0
장혜진,109.0
페퍼톤스(Peppertones),108.0
윤도현,107.0
버즈(Buzz),107.0
지나(G.NA),104.0
김광석,103.0
보아(BoA),103.0
포지션(Position),101.0
김현철,100.0
스탠딩 에그(Standing Egg),100.0
동방신기(TVXQ!),100.0
자전거 탄 풍경,100.0
요조(Yozoh),98.0
김종국,97.0
마이티 마우스(Mighty Mouth),97.0
공일오비(015B),94.0
터보(Turbo),94.0
한희정,91.0
버벌진트(Verbal Jint),91.0
이바디(Ibadi),90.0
플라이 투 더 스카이(Fly To The Sky),90.0
이지형,89.0
야다(Yada),89.0
허밍 어반 스테레오(Humming Urban Stereo),88.0
팀(Tim),88.0
알렉스(Alex) [클래지콰이],87.0
다비치,85.0
하림,83.0
코요태,83.0
데이브레이크(daybreak),82.0
버블 시스터즈(Bubble Sisters),82.0
리즈(Leeds),80.0
박진영,79.0
타루(Taru),78.0
장나라,77.0
시크릿(Secret),77.0
2AM,76.0
허각,75.0
왁스(Wax),75.0
MC 스나이퍼(MC Sniper),74.0
김진표(JP),74.0
유희열,74.0
일기예보,74.0
양파,73.0
캐스커(Casker),73.0
브로콜리너마저,73.0
원 모어 찬스(one more chance),72.0
푸딩(Pudding),72.0
브라운 아이드 걸스,71.0
유엔(UN),70.0
더 넛츠(The Nuts),69.0
이상은(Lee Tzsche),69.0
